,bpi,disclaimer,time
2016-03-11,419.887,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-12,410.132,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-13,412.291,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-14,415.091,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-15,415.383,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-16,416.253,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-17,418.452,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-18,408.036,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-19,408.52,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-20,410.751,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-21,411.423,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-22,416.926,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-23,417.386,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-24,414.341,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-25,415.687,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-26,416.73,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-27,425.378,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-28,422.756,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-29,415.553,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-30,412.69,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-03-31,415.161,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-01,417.009,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-02,419.686,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-03,419.385,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-04,419.416,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-05,422.653,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-06,421.7,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-07,421.204,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-08,418.089,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-09,418.419,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-10,421.111,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-11,422.99,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-12,425.99,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-13,424.401,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-14,425.106,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-15,429.98,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-16,430.837,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-17,427.862,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-18,429.054,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-19,436.105,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-20,442.156,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-21,451.102,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-22,447.636,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-23,452.584,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-24,460.327,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-25,462.51,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-26,467.803,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-27,445.012,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-28,449.856,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-29,456.35,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-04-30,449.333,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-01,453.042,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-02,444.513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-03,450.274,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-04,446.962,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-05,448.527,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-06,460.374,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-07,459.465,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-08,459.437,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-09,461.491,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-10,450.987,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-11,452.113,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-12,454.818,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-13,455.735,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-14,455.753,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-15,457.848,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-16,453.41,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-17,452.746,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-18,453.378,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-19,436.729,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-20,442.953,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-21,443.135,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-22,438.773,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-23,443.734,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-24,445.13,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-25,449.234,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-26,453.819,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-27,473.467,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-28,525.433,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-29,524.083,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-30,532.586,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-05-31,531.797,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-01,536.424,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-02,538.145,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-03,570.471,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-04,573.45,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-05,574.106,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-06,585.531,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-07,577.856,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-08,583.105,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-09,576.454,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-10,579.131,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-11,611.777,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-12,675.343,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-13,705.619,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-14,685.989,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-15,696.323,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-16,768.242,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-17,747.554,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-18,755.684,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-19,764.045,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-20,727.949,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-21,665.876,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-22,602.887,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-23,625.495,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-24,665.162,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-25,665.329,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-26,630.246,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-27,658.399,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-28,646.304,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-29,639.082,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-06-30,672.485,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-01,676.523,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-02,703.686,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-03,659.688,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-04,681.63,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-05,668.092,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-06,676.113,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-07,639.761,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-08,664.743,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-09,650.627,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-10,649.962,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-11,649.027,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-12,664.839,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-13,653.934,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-14,659.636,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-15,664.876,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-16,663.541,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-17,679.051,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-18,673.594,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-19,673.843,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-20,666.18,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-21,665.099,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-22,650.822,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-23,654.862,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-24,661.05,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-25,655.135,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-26,651.077,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-27,655.442,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-28,655.627,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-29,656.669,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-30,654.976,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-07-31,625.881,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-01,607.374,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-02,552.821,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-03,565.2638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-04,578.3213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-05,574.9563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-06,588.4225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-07,592.78,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-08,590.6225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-09,584.7588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-10,592.8925,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-11,586.525,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-12,586.0263,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-13,585.0813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-14,571.4438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-15,567.2025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-16,576.2488,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-17,571.745,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-18,572.5025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-19,573.6638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-20,580.7025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-21,580.69,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-22,584.7325,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-23,581.2813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-24,577.995,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-25,575.7338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-26,578.1563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-27,568.6663,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-28,573.555,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-29,572.3613,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-30,575.9988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-08-31,572.3338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-01,571.6938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-02,574.1475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-03,598.3838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-04,608.9175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-05,606.0275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-06,611.07,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-07,614.7875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-08,624.9488,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-09,621.7963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-10,622.2125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-11,605.8088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-12,606.3075,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-13,606.9213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-14,608.22,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-15,605.21,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-16,606.3338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-17,605.2938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-18,608.6988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-19,608.5275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-20,599.4738,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-21,595.7988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-22,595.035,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-23,601.7138,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-24,601.3413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-25,599.1763,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-26,606.8125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-27,604.7625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-28,603.5188,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-29,605.0588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-09-30,608.4375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-01,613.9338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-02,610.2913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-03,612.3375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-04,609.375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-05,610.885,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-06,610.9,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-07,616.4888,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-08,616.5963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-09,614.6238,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-10,617.4225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-11,639.3738,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-12,635.0813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-13,635.02,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-14,638.3675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-15,637.3713,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-16,639.8275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-17,636.92,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-18,635.5088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-19,628.1538,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-20,628.6225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-21,630.1538,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-22,652.715,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-23,649.245,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-24,648.3988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-25,652.895,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-26,674.3575,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-27,686.52,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-28,688.0963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-29,712.87,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-30,696.3538,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-10-31,697.3688,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-01,729.2713,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-02,742.465,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-03,687.5075,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-04,702.5375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-05,704.1638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-06,712.2363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-07,704.0188,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-08,709.1525,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-09,721.1913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-10,713.6675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-11,716.5563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-12,703.5463,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-13,702.5038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-14,706.395,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-15,711.9563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-16,742.07,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-17,735.4063,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-18,749.6775,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-19,750.6325,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-20,728.6075,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-21,736.7163,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-22,748.225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-23,741.5963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-24,736.3988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-25,738.2775,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-26,732.8238,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-27,728.425,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-28,731.7463,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-29,731.765,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-11-30,742.0075,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-01,753.255,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-02,771.4075,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-03,764.9725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-04,766.4638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-05,750.7088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-06,758.81,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-07,763.8975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-08,766.7513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-09,770.415,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-10,773.2113,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-11,768.6213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-12,777.9113,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-13,775.25,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-14,776.6363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-15,775.48,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-16,780.85,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-17,788.5763,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-18,788.5888,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-19,790.1563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-20,798.785,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-21,833.1025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-22,858.7363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-23,916.7875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2016-12-24,894.2025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
